amount,hour,previous_transactions_24h,failed_attempts,distance_from_home_km,account_age_days,card_present,international_transaction,transaction_type,merchant_category,is_fraud
6769.69,12,2,0,25.37,606,No,No,ATM,Other,0
6795.58,20,3,1,27.46,870,Yes,No,ATM,Other,0
3952.49,19,2,1,21.37,540,No,No,Online,Restaurant,0
6216.2,23,2,2,31.06,166,No,No,Online,Grocery,0
7605.48,8,4,0,18.0,587,Yes,No,Online,Other,0
2745.1,15,3,0,57.66,1305,Yes,No,POS,Jewellery,0
7116.69,19,4,1,43.86,51,Yes,No,POS,Grocery,0
956.62,5,4,2,31.39,742,Yes,No,Online,Restaurant,0
1274.03,5,1,0,5.48,459,No,No,Online,Other,0
2866.14,9,3,0,4.66,2192,Yes,No,Transfer,Fuel,0
849.95,8,1,0,27.55,2054,No,No,POS,Jewellery,0
5373.09,18,1,0,11.29,653,No,No,POS,Fuel,0
2452.77,22,4,0,39.85,2598,No,No,Online,Jewellery,0
3335.73,3,2,0,2.32,243,No,No,POS,Electronics,1
3423.64,7,3,0,88.67,483,Yes,No,Online,Grocery,1
2813.92,22,2,0,8.07,1423,Yes,Yes,POS,Grocery,0
60310.43,0,20,5,112.61,44,No,Yes,Transfer,Electronics,1
5203.62,4,3,0,20.62,853,Yes,Yes,POS,Fuel,0
2414.16,14,5,1,5.16,2891,Yes,No,POS,Electronics,0
3391.75,21,2,0,21.98,771,Yes,Yes,Online,Other,0
4677.7,8,5,2,69.18,1902,No,No,Online,Restaurant,1
72964.42,0,22,6,148.61,63,No,Yes,Online,Electronics,1
7187.1,14,2,1,65.01,1795,Yes,No,Online,Fuel,0
2576.92,20,3,0,26.04,925,Yes,Yes,Online,Grocery,0
1957.01,13,1,1,43.18,742,Yes,No,Online,Grocery,0
8556.31,22,4,0,15.45,1331,Yes,No,Online,Other,0
2404.29,18,3,1,12.62,998,Yes,No,Transfer,Jewellery,0
5065.72,10,5,0,8.67,1734,No,No,POS,Electronics,0
808.57,11,2,0,31.55,1475,No,No,Online,Other,0
534.77,16,3,1,38.01,1620,No,No,POS,Travel,0
3824.6,1,2,0,21.55,454,No,No,POS,Electronics,0
3073.39,5,5,0,14.2,1789,Yes,No,Online,Grocery,0
5944.4,5,3,0,78.02,2184,Yes,No,Online,Grocery,0
2056.77,19,1,0,26.15,394,Yes,No,Online,Jewellery,0
4443.15,19,8,0,35.36,609,Yes,No,POS,Grocery,0
5738.49,19,3,0,17.79,189,Yes,No,POS,Grocery,0
2120.95,2,5,1,5.44,686,Yes,Yes,Online,Other,0
2863.74,7,2,0,12.24,2795,Yes,No,Online,Travel,0
1490.69,7,4,0,24.67,295,No,Yes,POS,Other,0
6084.22,0,2,0,6.7,676,Yes,Yes,POS,Grocery,0
5248.11,6,4,0,40.07,424,Yes,No,Online,Other,0
5509.34,10,5,0,25.26,2492,Yes,No,POS,Restaurant,0
3064.36,21,4,0,22.95,1744,No,No,Online,Fuel,0
5188.9,4,6,0,2.75,207,Yes,Yes,Online,Other,0
3262.09,20,3,0,24.5,716,Yes,No,POS,Grocery,0
65864.62,0,8,6,294.01,81,No,Yes,Transfer,Electronics,1
3614.52,3,3,0,10.78,2259,Yes,No,POS,Jewellery,0
6922.71,6,5,0,16.61,1813,Yes,No,ATM,Electronics,0
3076.68,10,5,1,28.72,1701,Yes,Yes,POS,Other,0
8246.84,22,2,0,11.68,1393,Yes,Yes,POS,Grocery,0
1953.08,18,3,0,16.31,2513,No,No,Online,Travel,0
4825.67,23,2,0,13.32,1127,Yes,No,POS,Electronics,0
2259.54,7,3,0,38.6,2895,Yes,No,Transfer,Grocery,0
4314.44,21,6,0,55.51,2594,Yes,No,POS,Fuel,0
2413.07,22,1,0,29.31,2787,Yes,No,POS,Grocery,0
3604.58,14,4,0,19.67,2112,Yes,Yes,Transfer,Fuel,0
2679.43,3,3,0,43.25,1040,No,No,Transfer,Restaurant,0
51804.47,2,8,7,122.04,102,No,Yes,Transfer,Electronics,1
4960.85,3,0,0,24.05,1387,Yes,No,POS,Jewellery,0
2199.6,19,1,1,57.69,2783,No,No,Transfer,Travel,0
2152.19,7,7,0,14.5,2722,Yes,No,POS,Electronics,0
1823.54,16,4,1,35.2,210,Yes,Yes,ATM,Grocery,0
1551.04,6,2,1,45.49,2263,Yes,No,Online,Restaurant,0
5854.84,23,5,1,28.44,2249,No,No,ATM,Other,1
1743.27,18,4,1,11.91,1837,No,No,Online,Electronics,0
4561.43,9,2,0,16.39,2904,Yes,No,ATM,Grocery,0
2513.02,11,2,0,39.04,245,Yes,No,POS,Jewellery,1
6794.52,1,3,0,38.41,2914,No,No,Transfer,Restaurant,1
10939.48,3,3,0,26.91,22,Yes,No,POS,Grocery,0
181.74,23,2,0,3.59,528,Yes,No,POS,Fuel,0
1933.91,19,3,0,7.46,1940,Yes,Yes,Online,Fuel,0
2482.53,20,4,0,23.43,2431,Yes,Yes,POS,Fuel,0
3140.69,15,2,0,13.94,2716,Yes,No,POS,Fuel,0
3004.09,5,4,0,9.2,186,Yes,No,Online,Travel,0
1258.7,2,4,1,9.32,2472,No,No,Online,Restaurant,0
11079.43,17,3,0,104.16,2079,No,No,Online,Travel,0
3083.41,7,0,2,30.76,1210,No,No,POS,Grocery,0
4946.17,0,3,0,38.7,1927,No,No,POS,Grocery,0
5047.52,0,1,0,20.65,1193,Yes,No,POS,Other,0
1026.16,13,3,0,50.69,1372,Yes,No,Online,Grocery,0
2792.57,20,3,1,36.15,631,Yes,No,POS,Other,0
5854.61,8,0,0,28.65,1040,Yes,Yes,ATM,Electronics,0
8582.89,23,1,0,29.13,1993,Yes,No,Transfer,Grocery,0
2835.71,9,1,0,12.76,725,Yes,No,ATM,Fuel,0
1199.69,17,4,1,12.05,2383,Yes,No,POS,Travel,1
2327.7,5,6,1,30.28,1054,Yes,No,Online,Grocery,1
2747.49,14,6,0,46.64,2770,No,No,Online,Other,0
2672.11,6,1,1,59.88,307,Yes,No,Online,Grocery,0
1825.11,18,2,1,41.35,1058,No,Yes,ATM,Fuel,0
1091.27,10,5,0,64.8,913,Yes,Yes,ATM,Fuel,0
1478.85,1,2,0,57.69,1716,Yes,No,POS,Restaurant,0
2342.9,5,3,1,22.26,1528,Yes,No,POS,Other,0
5791.17,8,2,1,75.76,203,Yes,No,Online,Other,0
7270.57,11,1,0,25.81,1548,No,No,POS,Electronics,0
3883.81,6,1,1,24.44,1603,Yes,No,Online,Jewellery,0
1513.85,13,5,0,38.89,1735,Yes,Yes,Online,Other,0
2444.68,23,4,0,59.78,1607,Yes,No,Online,Restaurant,0
560.39,17,1,1,14.78,2184,No,No,POS,Grocery,0
8687.33,7,1,0,25.7,2163,Yes,No,Online,Other,0
2166.56,16,2,1,22.09,358,Yes,No,POS,Electronics,0
4672.46,23,2,0,10.87,1916,No,No,POS,Electronics,0
6946.39,5,1,1,14.74,2551,No,No,Online,Grocery,0
10225.53,5,3,0,11.37,1403,No,No,POS,Restaurant,0
6211.53,0,8,1,37.48,1103,Yes,Yes,ATM,Other,0
2659.84,20,5,0,21.24,1568,No,No,POS,Other,0
5098.37,19,1,0,18.49,581,Yes,No,ATM,Grocery,0
9989.69,9,3,1,34.35,1366,Yes,No,Transfer,Grocery,0
2150.86,20,4,0,35.03,546,Yes,No,POS,Fuel,0
24606.67,3,15,7,232.68,149,No,Yes,Online,Electronics,1
1836.6,23,4,0,3.37,2419,No,No,POS,Fuel,0
4873.78,22,1,0,49.77,2761,Yes,No,Online,Electronics,0
2710.42,23,3,0,10.28,1439,Yes,No,POS,Other,0
3372.1,9,3,1,32.51,2801,Yes,No,ATM,Fuel,0
5428.77,15,6,0,9.53,780,No,Yes,Online,Fuel,0
1804.26,4,1,0,40.97,765,Yes,No,Online,Grocery,0
46576.1,4,13,3,222.88,126,No,Yes,Transfer,Jewellery,1
2412.87,7,5,0,36.56,1867,No,No,Online,Jewellery,1
9738.18,10,4,0,13.64,1762,Yes,No,POS,Electronics,0
6085.79,14,1,0,4.8,1090,Yes,Yes,Online,Restaurant,0
2724.23,18,4,1,14.03,1906,Yes,No,Online,Grocery,0
2612.79,17,3,0,35.06,2822,Yes,No,Online,Travel,0
10437.71,22,0,1,20.82,751,Yes,No,ATM,Travel,0
9905.29,17,5,0,44.51,2286,Yes,Yes,Online,Other,0
4852.25,19,4,0,23.29,1205,Yes,No,Online,Grocery,0
3483.7,13,0,2,31.29,1059,Yes,No,Online,Electronics,0
1278.67,9,1,0,5.92,927,Yes,No,Online,Electronics,1
1849.62,21,1,0,35.17,2586,Yes,No,Transfer,Electronics,0
1196.62,9,1,0,48.17,745,No,No,Online,Fuel,1
7125.59,14,0,0,3.32,1285,Yes,No,POS,Electronics,0
1295.86,6,3,0,7.77,2697,No,No,Online,Grocery,0
2588.03,11,2,0,83.93,1468,Yes,No,Transfer,Electronics,0
672.53,8,3,0,30.32,394,Yes,No,POS,Other,0
952.05,6,1,0,21.16,2928,No,No,ATM,Grocery,0
5593.32,19,1,1,18.94,277,Yes,No,ATM,Grocery,1
4362.85,18,4,1,1.13,2690,Yes,No,POS,Grocery,0
3572.83,16,3,0,40.49,1146,No,No,ATM,Restaurant,0
2623.78,1,0,0,20.11,1957,Yes,No,Online,Travel,0
843.25,5,1,2,26.86,1976,Yes,No,Transfer,Grocery,0
2367.75,5,2,0,48.56,811,Yes,No,Online,Electronics,0
3116.08,17,5,0,23.12,954,Yes,No,Online,Grocery,0
5345.1,21,1,0,55.22,408,Yes,No,POS,Jewellery,0
6874.17,9,0,0,4.95,614,Yes,No,POS,Grocery,0
5709.23,7,2,1,33.55,173,No,No,POS,Restaurant,0
4345.06,13,3,1,16.22,173,No,Yes,Online,Fuel,0
3534.41,23,6,0,34.61,1255,Yes,No,POS,Electronics,0
4056.32,8,4,0,20.88,2499,Yes,No,ATM,Restaurant,0
2248.99,6,2,1,57.97,1185,No,No,POS,Travel,0
3750.44,12,2,0,42.47,2211,Yes,No,Online,Electronics,1
3103.19,21,5,0,16.73,986,No,No,Transfer,Electronics,0
59830.47,23,17,4,442.77,76,No,Yes,Transfer,Jewellery,1
4127.35,12,4,0,33.21,1568,Yes,No,POS,Grocery,0
514.61,17,2,0,22.09,2202,Yes,No,POS,Fuel,0
2520.59,0,6,1,29.7,2040,No,No,Transfer,Travel,1
2861.07,18,7,2,38.1,2526,Yes,No,Transfer,Grocery,0
6219.89,2,6,0,49.46,1665,Yes,No,Online,Travel,0
4491.74,9,5,0,19.53,805,Yes,No,Online,Fuel,0
4339.12,8,4,0,11.88,260,Yes,No,Online,Jewellery,0
8088.45,16,4,1,58.46,2374,No,No,Online,Grocery,0
9934.33,5,3,0,48.5,612,Yes,No,Online,Electronics,0
5587.89,5,5,0,35.06,318,Yes,No,POS,Restaurant,0
2666.72,21,5,0,39.97,1282,Yes,No,ATM,Fuel,0
2726.65,11,1,0,24.3,2800,Yes,No,ATM,Restaurant,0
7434.52,17,4,0,39.05,970,Yes,No,ATM,Fuel,0
2720.52,13,0,1,65.48,1698,No,No,POS,Restaurant,0
3367.08,14,2,1,10.51,1401,No,No,POS,Restaurant,0
2480.16,16,1,0,13.07,2293,Yes,No,Transfer,Grocery,0
1492.07,16,2,0,42.63,2450,Yes,No,POS,Fuel,0
12474.82,21,6,0,2.47,1466,Yes,No,POS,Other,0
3383.35,18,2,0,68.23,1308,Yes,No,POS,Grocery,0
8828.43,7,4,0,77.87,1206,Yes,No,POS,Grocery,0
2747.86,4,0,0,11.97,2122,Yes,No,POS,Grocery,0
2165.61,20,4,0,12.14,2120,Yes,Yes,POS,Fuel,0
5279.11,8,4,0,0.97,787,Yes,No,Online,Travel,0
6855.18,7,2,0,11.87,995,Yes,No,POS,Fuel,0
7141.42,2,1,1,25.49,2155,No,Yes,POS,Other,0
3086.06,13,3,0,4.47,1803,No,No,Online,Electronics,0
5646.18,12,4,1,52.17,2198,Yes,No,POS,Travel,1
2350.11,19,1,1,49.5,13,Yes,No,POS,Fuel,0
75064.04,4,21,2,469.96,58,No,Yes,Transfer,Electronics,1
2873.75,17,5,1,16.03,2515,Yes,No,Online,Fuel,0
2562.81,12,3,0,14.18,2677,Yes,No,Online,Other,0
3825.43,20,5,0,41.0,509,Yes,No,POS,Restaurant,0
1459.46,23,5,1,60.43,1694,No,No,Transfer,Grocery,0
6495.53,19,3,0,15.93,1844,Yes,No,POS,Electronics,0
2570.63,8,6,0,61.71,874,No,No,POS,Electronics,0
6297.54,6,0,0,35.6,2567,Yes,No,POS,Travel,0
1722.85,0,4,1,62.89,187,Yes,No,Online,Restaurant,0
2563.93,23,3,0,19.52,2044,Yes,No,Online,Restaurant,0
1455.36,17,7,0,7.92,1718,Yes,No,ATM,Travel,0
1410.08,22,1,1,62.94,1426,No,No,Online,Jewellery,0
1910.32,18,4,0,14.76,2315,Yes,No,POS,Fuel,0
1744.41,10,2,0,53.06,1518,No,No,Online,Grocery,0
1465.58,3,2,0,2.51,211,Yes,No,POS,Grocery,1
3541.66,1,2,0,26.65,1323,No,No,ATM,Grocery,0
5211.07,19,1,0,35.89,2801,No,No,POS,Restaurant,0
62464.39,3,19,6,359.31,111,No,Yes,Online,Electronics,1
784.54,9,0,1,30.86,188,Yes,Yes,Transfer,Restaurant,0
29440.83,23,16,6,204.67,122,No,Yes,Online,Travel,1
2656.3,11,6,0,22.19,335,Yes,No,POS,Restaurant,0
8180.39,22,6,1,33.38,2869,Yes,Yes,Online,Travel,0
2941.28,13,4,2,59.15,1630,Yes,No,POS,Electronics,0
3336.31,19,3,0,14.69,2164,Yes,No,POS,Restaurant,0
1064.9,3,5,0,42.38,2101,No,No,POS,Jewellery,1
1870.95,9,1,1,8.18,2697,Yes,No,Transfer,Restaurant,0
1007.58,4,5,0,37.93,2996,Yes,Yes,Online,Restaurant,1
3702.25,1,4,1,17.37,2615,No,No,POS,Grocery,0
8346.04,23,1,0,12.66,2035,Yes,No,Online,Travel,0
1922.45,12,3,0,32.85,1072,Yes,No,ATM,Travel,1
2958.42,8,2,0,65.96,975,Yes,No,Online,Restaurant,0
1753.16,9,2,0,11.01,1095,Yes,No,POS,Grocery,0
2210.7,5,3,0,9.0,2910,Yes,No,Transfer,Fuel,0
69848.99,3,21,2,170.39,166,No,Yes,Transfer,Travel,1
10878.29,21,4,0,13.15,134,Yes,No,POS,Electronics,0
8085.75,2,3,2,27.11,283,No,No,ATM,Grocery,0
9613.3,9,8,0,19.32,1674,Yes,No,POS,Travel,0
6333.99,3,3,1,9.12,143,Yes,No,POS,Grocery,0
2930.13,22,3,3,14.88,2049,Yes,No,POS,Grocery,0
2645.77,4,3,0,53.54,17,Yes,No,ATM,Grocery,0
1931.57,9,4,0,21.27,2005,Yes,Yes,Online,Electronics,0
308.66,18,1,0,25.55,1591,Yes,No,Transfer,Grocery,0
2896.44,13,3,0,12.68,2007,Yes,No,Online,Grocery,0
8421.34,9,4,0,32.68,1620,No,No,Online,Fuel,0
8360.73,13,0,0,43.76,1196,Yes,No,ATM,Restaurant,0
13426.57,10,2,0,28.82,242,Yes,No,POS,Grocery,0
3951.19,6,2,0,20.46,1791,Yes,No,Online,Fuel,0
1277.56,14,3,0,49.44,540,Yes,No,POS,Fuel,0
29557.32,2,23,2,343.19,97,No,Yes,Transfer,Jewellery,1
10952.18,23,5,0,58.15,2227,Yes,No,POS,Fuel,0
9126.56,11,3,1,39.63,2842,Yes,No,Online,Fuel,0
2426.22,18,3,1,20.05,1600,Yes,No,Transfer,Restaurant,0
1381.92,5,4,1,6.16,2767,Yes,No,POS,Jewellery,0
1349.69,15,2,1,40.41,2338,No,No,Transfer,Fuel,0
2029.08,13,0,1,58.4,2496,Yes,No,Online,Restaurant,0
2271.95,17,1,0,10.65,609,No,No,Online,Fuel,0
2773.03,11,4,0,24.3,2339,Yes,No,Online,Electronics,0
5429.45,17,2,0,40.08,1719,Yes,No,POS,Travel,0
2703.63,1,2,0,20.19,2361,No,No,POS,Travel,0
3600.63,16,3,1,26.57,726,Yes,No,POS,Electronics,0
945.83,18,8,1,74.54,775,Yes,No,POS,Fuel,0
1933.51,11,1,0,32.31,2881,Yes,No,POS,Jewellery,0
1864.41,0,1,1,13.16,1230,No,No,POS,Electronics,0
806.62,13,2,0,26.23,2773,No,No,Online,Travel,1
2653.95,18,3,0,26.58,674,Yes,Yes,Online,Electronics,0
952.04,11,5,1,10.82,984,Yes,Yes,Online,Restaurant,0
62118.67,4,15,3,403.3,118,No,Yes,Online,Travel,1
3797.53,9,2,0,1.79,473,Yes,No,Online,Other,0
8512.29,23,9,1,6.26,1266,Yes,No,ATM,Grocery,0
1790.3,6,1,0,10.56,451,No,Yes,ATM,Electronics,1
3724.31,12,8,0,6.32,443,Yes,No,Online,Fuel,0
2139.21,8,4,0,4.11,537,Yes,No,Online,Grocery,0
905.3,17,4,1,74.65,1077,Yes,No,Transfer,Restaurant,0
26411.94,3,22,7,342.46,171,No,Yes,Transfer,Travel,1
54889.62,3,11,3,417.53,33,No,Yes,Online,Jewellery,1
4816.21,13,5,0,19.09,545,Yes,No,Online,Other,0
9467.88,13,4,1,60.33,2861,Yes,No,POS,Jewellery,0
2507.89,11,2,0,40.43,560,No,No,POS,Other,0
1222.6,6,4,1,18.39,1913,Yes,No,Transfer,Jewellery,0
22508.6,23,22,7,385.97,83,No,Yes,Transfer,Travel,1
1127.87,16,4,1,7.13,176,Yes,No,Online,Grocery,0
7106.77,8,4,2,33.12,2383,Yes,No,POS,Restaurant,0
11218.65,14,5,0,22.58,323,Yes,No,POS,Travel,0
3769.07,9,2,1,74.03,409,No,No,POS,Fuel,0
5530.79,20,4,0,53.82,150,Yes,No,POS,Travel,0
6508.11,16,2,0,6.99,479,No,No,POS,Electronics,0
9867.32,9,8,0,11.68,950,Yes,No,Online,Fuel,0
10927.46,7,2,0,97.47,235,No,No,Online,Fuel,1
638.31,17,3,0,19.01,550,Yes,No,POS,Travel,0
2186.21,0,2,0,6.81,200,No,No,Online,Jewellery,0
3476.32,1,4,0,43.46,671,Yes,No,POS,Other,0
1985.32,2,4,1,66.65,500,Yes,No,POS,Restaurant,0
2825.01,8,2,0,21.82,854,Yes,No,POS,Restaurant,0
4608.38,11,1,2,36.32,2389,Yes,No,Online,Restaurant,0
4524.16,7,2,0,24.47,363,Yes,No,Online,Grocery,0
6371.36,4,4,0,43.88,2955,No,No,POS,Other,0
3531.41,7,4,0,13.11,1538,Yes,No,POS,Other,0
344.21,11,3,1,31.21,622,Yes,No,Online,Fuel,0
2653.96,7,3,0,52.82,493,Yes,No,Online,Restaurant,0
4307.47,13,1,1,18.44,554,Yes,No,Online,Electronics,0
6668.18,9,3,0,50.04,2300,Yes,No,POS,Restaurant,0
6056.61,22,6,0,42.3,504,Yes,Yes,Online,Fuel,0
3199.68,23,2,0,8.91,1660,No,No,POS,Other,0
2077.39,15,3,0,13.54,140,Yes,No,Online,Other,0
3307.41,13,5,0,46.23,1334,Yes,No,POS,Restaurant,0
736.35,0,2,0,13.4,2523,Yes,No,POS,Grocery,0
2236.73,14,7,0,1.88,2407,Yes,No,Online,Grocery,0
7473.86,9,5,0,29.34,1535,No,No,Online,Electronics,1
3300.21,6,5,0,27.66,785,Yes,No,POS,Restaurant,0
4433.08,19,3,0,44.45,997,Yes,No,POS,Grocery,0
1086.33,1,5,0,63.16,990,Yes,No,Online,Grocery,0
6638.77,6,5,0,27.8,636,Yes,No,Online,Electronics,0
3083.19,18,1,1,33.78,1991,No,No,POS,Other,0
4331.34,22,3,0,6.43,532,Yes,No,Online,Other,0
4987.99,12,0,0,19.43,2895,No,No,Transfer,Other,0
77625.0,0,20,3,124.81,40,No,Yes,Online,Travel,1
3888.72,23,2,0,39.36,1876,No,No,Online,Other,0
3135.64,2,3,0,64.93,2001,Yes,No,ATM,Other,0
1308.02,11,2,0,19.29,1972,No,No,ATM,Other,1
999.18,5,0,2,16.86,1981,Yes,No,POS,Electronics,0
3834.88,11,3,0,16.46,1354,No,No,POS,Fuel,0
4350.58,21,2,0,51.67,391,Yes,No,Online,Restaurant,0
4846.73,14,4,0,22.48,1860,Yes,No,POS,Fuel,0
1799.25,23,3,0,6.21,642,Yes,Yes,POS,Fuel,0
2252.67,12,2,1,24.13,618,No,No,ATM,Travel,1
3787.16,20,5,1,17.22,2456,Yes,No,Online,Restaurant,0
2472.76,4,3,1,53.97,426,No,No,POS,Electronics,0
14119.89,7,6,0,93.56,1608,Yes,No,POS,Grocery,0
2216.12,6,2,0,6.42,1100,Yes,No,Online,Travel,0
4555.38,18,1,0,40.33,541,No,No,POS,Grocery,0
5937.67,12,7,0,59.53,2862,Yes,No,POS,Fuel,0
6178.12,5,7,0,46.26,1958,Yes,No,ATM,Grocery,0
2440.33,4,2,2,17.03,1450,Yes,Yes,Transfer,Travel,0
5004.29,9,2,0,20.64,2527,No,No,POS,Fuel,0
4597.09,3,1,2,27.03,1036,No,No,Online,Travel,0
5148.89,16,3,0,14.61,992,Yes,No,POS,Jewellery,0
3752.37,20,1,0,31.48,111,Yes,No,Transfer,Electronics,0
5965.59,23,0,0,68.03,2287,Yes,Yes,POS,Grocery,0
4067.2,5,0,1,39.93,2901,Yes,No,POS,Grocery,0
1176.64,10,1,0,4.7,2523,Yes,Yes,POS,Electronics,0
3983.84,12,4,0,24.55,66,No,No,POS,Grocery,0
4310.73,11,5,0,87.04,1049,Yes,No,Online,Electronics,0
5694.47,10,7,0,13.02,2877,Yes,No,POS,Travel,0
3838.07,5,2,0,46.16,2773,No,Yes,Online,Electronics,1
10018.08,2,3,0,8.97,639,No,No,Online,Travel,1
68095.39,23,18,5,168.27,132,No,Yes,Transfer,Jewellery,1
2346.31,2,4,0,20.66,1662,Yes,No,POS,Jewellery,0
8101.26,1,2,2,74.17,329,Yes,No,POS,Grocery,0
3152.5,12,2,1,73.84,1177,No,No,Online,Grocery,0
3594.77,20,4,0,6.68,2274,No,Yes,POS,Other,0
4311.97,12,4,0,23.98,2255,Yes,No,Online,Other,0
40519.5,3,21,2,84.19,22,No,Yes,Online,Jewellery,1
5121.6,20,3,1,45.24,1570,Yes,No,Transfer,Restaurant,0
5476.47,16,3,1,22.83,626,No,No,Transfer,Jewellery,0
2189.45,7,2,2,68.58,2234,No,No,POS,Grocery,0
1402.99,6,4,0,21.49,1970,Yes,No,Online,Restaurant,0
1545.87,21,2,0,30.08,2074,Yes,No,Online,Fuel,0
7539.56,11,2,1,23.17,1525,Yes,No,ATM,Travel,0
2968.22,3,3,0,45.46,1119,Yes,No,POS,Other,0
5902.93,6,0,0,77.5,247,No,No,POS,Electronics,0
5574.58,6,3,0,52.56,2257,Yes,No,POS,Travel,0
3594.24,9,5,0,20.2,2403,No,No,POS,Restaurant,0
1777.87,8,2,0,8.83,1280,Yes,No,Online,Restaurant,0
5663.64,13,5,1,14.55,70,No,No,ATM,Travel,1
3508.91,7,3,1,64.5,1666,No,Yes,POS,Grocery,0
1329.07,15,3,0,30.92,581,Yes,No,POS,Restaurant,0
2488.27,11,3,1,33.37,2781,Yes,No,Online,Travel,0
927.21,22,3,0,50.38,1881,Yes,No,POS,Travel,0
2576.84,19,5,1,27.53,2958,Yes,No,POS,Restaurant,0
3725.28,7,4,0,55.25,2310,No,No,POS,Electronics,0
3251.37,1,4,1,23.37,2642,No,No,POS,Grocery,0
2979.95,14,4,0,19.39,1372,Yes,No,Online,Fuel,0
75353.26,23,19,4,234.46,104,No,Yes,Transfer,Electronics,1
4918.88,21,3,0,2.57,1362,No,No,POS,Restaurant,0
6211.85,9,3,0,31.47,1184,Yes,Yes,Online,Electronics,1
6758.97,6,0,0,48.02,2820,No,No,Online,Restaurant,0
2003.61,8,1,0,47.77,1076,Yes,No,POS,Restaurant,0
36744.22,3,23,2,288.53,96,No,Yes,Online,Electronics,1
3512.76,2,5,2,25.96,1564,Yes,No,POS,Other,0
2746.79,22,6,0,65.6,1649,No,No,POS,Other,0
20669.33,23,14,6,452.92,73,No,Yes,Online,Electronics,1
314.7,20,4,1,9.81,1937,No,No,ATM,Jewellery,0
4693.32,13,1,0,38.95,1382,Yes,No,Online,Other,0
4573.15,13,1,0,10.45,2783,Yes,No,POS,Other,0
2321.76,4,2,0,25.94,2686,Yes,No,POS,Electronics,0
2373.56,17,7,1,58.12,2295,Yes,No,Online,Fuel,0
3167.18,15,5,0,1.35,1079,No,No,POS,Grocery,1
2712.23,11,2,0,29.82,363,Yes,No,POS,Grocery,0
69960.08,4,21,5,251.56,78,No,Yes,Online,Jewellery,1
78458.61,0,15,4,424.28,57,No,Yes,Online,Jewellery,1
7240.22,11,3,2,82.46,483,Yes,No,POS,Travel,1
2478.82,23,2,0,21.93,1869,Yes,Yes,ATM,Electronics,0
4555.87,0,3,2,43.73,1331,Yes,No,POS,Grocery,0
5163.83,6,1,0,6.79,2325,Yes,No,POS,Electronics,0
4708.66,20,4,0,34.57,2564,No,No,ATM,Grocery,0
5348.9,19,4,0,11.41,302,No,No,POS,Jewellery,0
4673.66,8,3,0,12.84,1454,Yes,No,Online,Other,0
2158.07,12,4,0,24.49,2762,Yes,No,POS,Other,0
2824.85,0,2,1,13.0,1151,Yes,No,POS,Grocery,0
7116.29,4,3,1,35.69,2382,Yes,Yes,Online,Jewellery,0
2425.42,22,0,0,27.61,2227,Yes,No,POS,Fuel,0
3516.28,15,2,1,15.91,2544,Yes,No,Online,Travel,0
4933.23,0,0,0,14.81,228,Yes,Yes,Online,Electronics,0
8797.75,19,5,0,40.26,2643,No,No,ATM,Fuel,0
6714.98,9,2,0,47.5,53,No,No,POS,Travel,0
1721.7,13,1,0,29.77,296,No,No,Online,Jewellery,0
4459.22,20,4,2,44.78,549,Yes,No,Online,Jewellery,0
4119.53,20,3,0,10.2,2396,Yes,No,ATM,Grocery,0
2842.63,3,2,0,11.78,451,Yes,No,ATM,Grocery,0
3588.32,8,2,1,16.47,2103,Yes,Yes,POS,Restaurant,0
2142.0,6,0,0,9.37,882,No,No,POS,Jewellery,0
3126.72,21,2,0,1.59,2044,Yes,No,POS,Electronics,0
2442.18,18,3,1,22.45,2092,Yes,No,Online,Jewellery,0
3777.48,15,5,0,14.01,1153,Yes,No,POS,Other,0
2767.53,1,6,0,19.39,2890,No,No,Transfer,Fuel,1
57459.66,1,17,5,419.01,174,No,Yes,Online,Travel,1
3863.74,13,1,0,18.56,252,No,No,POS,Electronics,0
3371.34,6,2,0,27.43,1830,Yes,No,Online,Jewellery,0
3009.44,10,4,0,43.26,173,Yes,No,ATM,Electronics,0
2772.92,10,3,0,62.5,864,No,No,POS,Restaurant,0
1329.34,7,3,0,21.58,1544,Yes,No,POS,Fuel,0
5893.85,21,2,1,13.77,2752,Yes,No,Online,Grocery,0
43491.48,2,9,5,155.73,175,No,Yes,Online,Electronics,1
2414.8,1,2,0,102.95,1828,Yes,No,POS,Grocery,0
7092.75,22,5,0,46.79,1597,No,No,POS,Grocery,0
14032.53,9,1,0,30.75,1083,Yes,No,Online,Other,0
10971.97,19,3,1,7.31,2486,Yes,No,ATM,Restaurant,0
7883.09,18,6,0,2.04,73,Yes,No,ATM,Travel,0
1469.92,14,3,0,4.45,486,No,No,POS,Fuel,0
1456.07,17,5,1,17.01,489,No,No,POS,Restaurant,0
5331.97,16,2,0,14.39,1870,Yes,No,Transfer,Other,0
3540.44,20,1,0,13.4,879,Yes,No,Online,Fuel,0
62929.17,23,11,5,498.81,28,No,Yes,Online,Jewellery,1
2622.53,17,1,0,52.39,494,No,No,Online,Restaurant,0
5179.34,23,2,0,7.25,1983,Yes,No,Online,Electronics,0
3158.67,22,3,1,9.76,1640,No,No,Online,Restaurant,0
3552.46,3,3,1,10.11,1616,Yes,No,POS,Grocery,0
1454.31,11,1,0,16.59,2166,Yes,No,Online,Other,0
2598.06,12,2,0,4.6,1562,No,No,POS,Grocery,0
